"codigo","accion","version_origen","version_destino","id_destino","matriz","nota"
"E12A","revisión","1","2","08b14e4b-0661-4066-b27e-3db2eb22c276","","inactiva: activar en el editor"
"E13A","revisión","1","2","4682c2bc-b186-4481-ba62-41762d25955e","","inactiva: activar en el editor"
"E13B","revisión","1","2","c6c6dad6-7010-4c96-ad42-df6a704818ea","","inactiva: activar en el editor"
"E13C","revisión","1","2","463716cb-387d-4110-9ff3-ec9e8e9a0554","","inactiva: activar en el editor"
"E14-1B","revisión","1","2","fed4a741-2639-4668-9787-6e332e36e8b5","","inactiva: activar en el editor"
"E14-2B","sin cambios","1","1","384901eb-d9a6-4839-af40-4442f6751f09","",""
"E14A","sin cambios","1","1","d765ff0c-36ff-4226-bcdb-7bfdaaf6b23d","",""
"E15A","revisión","1","2","ac4915bd-6575-4f3f-b424-2e5a1b5659d3","","inactiva: activar en el editor"
"E15B","revisión","1","2","7aab3296-8c37-43dc-b663-5d0ca72e9864","","inactiva: activar en el editor"
"E16A","sin cambios","1","1","5a01bcfe-899c-4db4-b703-a3b5b997d594","",""
"E17A","revisión","1","2","2ff5bdef-1b7e-44b2-a279-595a2af8e154","","inactiva: activar en el editor"
"E17B","sin cambios","1","1","fc8a74d6-abf6-440c-bdf1-82a5e4db6b97","",""
"E18A","sin cambios","1","1","ff587bfe-7569-4f98-8ab3-616a978fb914","",""
"E18B","sin cambios","1","1","09275109-7caa-402f-b45f-53ac5af073b0","",""
"E19A","revisión","1","2","0e9b151b-a368-4ddc-bd14-6c61508cba61","","inactiva: activar en el editor"
"E20A","sin cambios","1","1","2a611a1c-7097-44b9-81f8-a98c7adc3155","",""
"E20B","revisión","1","2","5235af65-1c57-4bc0-bd05-8f655cc6a885","","inactiva: activar en el editor"
"E20BV","revisión","1","2","f80e3a44-e7b5-4c6c-abcc-b37d920921ce","","inactiva: activar en el editor"
"E21A","sin cambios","1","1","ce78516f-5964-487e-83be-6a2115beb17d","",""
"E21B","revisión","1","2","da17b3ea-8055-46d0-ad07-17bae5057012","","inactiva: activar en el editor"
"E21BV","revisión","1","2","5f3b8e0d-72ab-49d0-9496-2e98344f22f7","","inactiva: activar en el editor"
"E22A","revisión","1","2","0e1b40b9-d2a9-49ca-8998-e8b280306e0f","","inactiva: activar en el editor"
"E22B","sin cambios","1","1","3a4eb7b8-9ae7-4604-a08f-ce8906a304d9","",""
"E23A","sin cambios","1","1","6cfcaee7-268d-489c-a91f-b73ff17fe50d","",""
"E24A","sin cambios","1","1","c3229493-2a6b-43b9-9483-7e2f4dcd65ae","",""
"E25A","sin cambios","1","1","e572c123-2c93-4cac-ab32-92a1dd172e5a","",""
"E26A","revisión","1","2","7e6c592a-24df-4a8d-935f-61239c9278d1","","inactiva: activar en el editor"
"E27A","sin cambios","1","1","cba5dcbf-a776-472d-b0a1-b5d3ab277221","",""
"E28A","sin cambios","1","1","48cff539-2819-48ca-86c7-ebda3119a966","",""
"E29A","sin cambios","1","1","9b537857-837c-4ad4-be9a-1310120f8d07","",""
"E30A","revisión","1","2","aabe89b8-605d-40c3-b7de-1e777f8bc555","","inactiva: activar en el editor"
"E31A","revisión","1","2","b36cdbc5-ee91-4c1b-aed4-d7c521297144","","inactiva: activar en el editor"
"E32A","revisión","1","2","55b8ec64-4da9-4b6b-964b-8c9532c78315","","inactiva: activar en el editor"
"E33A","revisión","1","2","45c858ff-b6c7-4a4e-a786-cfc296ec5dbc","","inactiva: activar en el editor"
"E34A","revisión","1","2","33ca16f9-e56d-4628-a060-d7537d87cadb","","inactiva: activar en el editor"
"E34B","sin cambios","1","1","fb34cfb5-6665-478d-b98e-50f37ff588c3","",""
"E35A","revisión","1","2","f8875f23-2113-42d0-809b-3a0c2ea6ca2a","","inactiva: activar en el editor"
"E36A","revisión","1","2","c9be3655-3d2c-4ea0-b6b1-4dd5d2fd53b5","","inactiva: activar en el editor"
"E37A","sin cambios","1","1","18889b7b-2899-4b5d-8f22-a475c7e1baa5","",""
"E38A","sin cambios","1","1","13ae680e-86f6-4e19-9a6b-75dcf440e8b8","",""
"E39A","sin cambios","1","1","b5b8d343-07ec-416d-8b64-a22c684867dc","",""
"E40A","sin cambios","1","1","641a5fc3-e342-4f6c-bca8-68950b26c57b","",""
"E41A","revisión","1","2","9e1de23e-2343-476a-b076-9128887bab76","","inactiva: activar en el editor"
"E41B","revisión","1","2","cecde885-118a-43b6-850a-47d4147fa87f","","inactiva: activar en el editor"
"E42-1B","sin cambios","1","1","e14de718-277a-451f-a204-f22f5081a20f","",""
"E47B","sin cambios","1","1","2d826616-5e36-4326-bdf5-3208780bba2a","",""
"E48B","sin cambios","1","1","8ff79f2a-3d2f-4e42-aaa2-be33cd2d098e","",""
"E49BV","revisión","1","2","10b8f056-aec0-4f04-b44a-12173c2571fb","","inactiva: activar en el editor"
"E49BV-1","revisión","1","2","2f60bbc5-1a99-4879-8bdf-bcec530123c0","","inactiva: activar en el editor"
"E50B","sin cambios","1","1","db7c9597-eb14-4cfc-bbc5-9902b6ffec47","",""
"E51B","revisión","1","2","a95056fb-f2f6-4820-997d-d8260cd68a1c","","inactiva: activar en el editor"
"E52BV","revisión","1","2","e6bca655-55c9-457e-ac64-426a95dec703","","inactiva: activar en el editor"
"E54B","sin cambios","1","1","fdfe149a-8fcb-448c-a31f-9f965242fa29","",""
"H01A","sin cambios","1","1","cd6dae5c-087a-4dbb-88ab-ce729c69b332","",""
"H02A","sin cambios","1","1","e6e1d3f8-0da1-43ed-97a0-282634894d6c","",""
"H02B","revisión","1","2","42a3d57a-68ec-4894-a615-3c40cba2c2bc","","inactiva: activar en el editor"
"H02C","sin cambios","1","1","47a4b695-16fd-4835-9d83-f6a5fba1ef7e","",""
"H03A","sin cambios","1","1","a827f507-5c1d-4b2d-978f-722851792779","",""
"H03B","sin cambios","1","1","46be5879-1a11-4ac7-9ac7-3eda7cf42d5d","",""
"H03C","sin cambios","1","1","dd8e9746-0230-4691-a9df-a629ba08bfb6","",""
"H04A","sin cambios","1","1","eeb8ae81-bb79-487b-b10d-ac47ac7b6d78","",""
"H04B","sin cambios","1","1","f266d136-9d56-4cfd-a61c-21ec797ec609","",""
"H05A","sin cambios","1","1","2ffe6ed4-5e89-4b7b-a630-5af80b921de3","",""
"H05B","sin cambios","1","1","ae516f6f-b902-4d6a-9ad8-4092ee9e1ae5","",""
"H06A","sin cambios","1","1","59749729-865e-48fa-b5ce-b4ac857d498d","",""
"H07A","sin cambios","1","1","1562faee-4aef-4077-b3eb-3da886c99d9f","",""
"H08A","sin cambios","1","1","7e45798e-1fb7-4a72-83ec-485d8279d1a5","",""
"H09A","sin cambios","1","1","fa5fc643-5272-4164-a533-6be05fd46c7e","",""
"H10A","sin cambios","1","1","3064c984-52d6-4c87-920b-c5cb719bc4aa","",""
"H11A","sin cambios","1","1","900107dc-0841-4be9-b593-977e4ded2aef","",""
"H12A","sin cambios","1","1","497a28d8-407a-4b3c-ae28-f4acb7f8b226","",""
"H13A","sin cambios","1","1","93c3914b-5b18-4e17-b536-e6a36cd52b97","",""
"H14A","sin cambios","1","1","72a833ea-8d3e-436d-8100-a27a71682ad8","",""
"H15A","sin cambios","1","1","b4207742-0420-4e09-8187-87625ca13064","",""
"H15B","sin cambios","1","1","f0ebe8c5-3822-4f05-98c1-0fbebee26d24","",""
"H16A","revisión","1","2","77da4e91-0a95-4ce3-a415-ad2c20fe2c7c","","inactiva: activar en el editor"
"H17B","sin cambios","1","1","38f81af7-398c-4597-9b25-57d7e6e4a626","",""
"H18B","revisión","1","2","8d358174-5ad8-435d-a34f-1f5752153494","","inactiva: activar en el editor"
"H20C","sin cambios","1","1","f3f37a8d-5ad0-4c85-819a-0dfda740c2bb","",""
"H21C","sin cambios","1","1","61b49e69-313d-4bda-b462-17f6f1191c71","",""
"H50B","sin cambios","1","1","c0445352-1897-4f46-9908-78c47c83a9ba","",""
"I01A","revisión","1","2","c99a0726-a564-4e0d-895d-e799a7a1e10d","","inactiva: activar en el editor"
"I02A","revisión","1","2","4da6693d-1023-4c23-8d09-59a97c2865f8","","inactiva: activar en el editor"
"I03A","revisión","1","2","97067264-b4c8-4ab6-bdd3-65feecb815d7","","inactiva: activar en el editor"
"I03B","sin cambios","1","1","70e8653a-9c5d-4a7d-ba0f-5b1b1da56cfc","",""
"I04A","revisión","1","2","1311b3ae-9009-41de-b292-a4676e536e57","","inactiva: activar en el editor"
"I04B","sin cambios","1","1","a3c1aecb-d7fa-4a33-a8f3-bbb83bf4386c","",""
"I05A","sin cambios","1","1","58289b66-b328-4447-b22b-04ba8746495c","",""
"I06A","revisión","1","2","bf2c34a3-75da-4bea-91e7-1cc8ae082a1c","","inactiva: activar en el editor"
"I07A","sin cambios","1","1","acc55bd5-fad2-4f46-bd8b-15c6ca11dd65","",""
"I08A","sin cambios","1","1","ad2c8a1e-903e-41ec-b4f2-1c4b82c403cc","",""
"I09A","sin cambios","1","1","e89a248a-6833-4335-bd3d-e6a30b6d5a1b","",""
"I10A","revisión","1","2","38a577cb-257d-4dec-acb8-a699f9f2c918","","inactiva: activar en el editor"
"I11A","revisión","1","2","e44cd73d-80f9-4594-8396-0b219a487fb7","","inactiva: activar en el editor"
"I11B","revisión","1","2","9a757574-8488-4066-bc11-194968889794","","inactiva: activar en el editor"
"I12A","sin cambios","1","1","3e40c680-8037-4d0a-8f00-6ce9e73d58f2","",""
"I12B","sin cambios","1","1","3ab2536a-7eda-4b2b-86ac-052ee275e36b","",""
"I14A","sin cambios","1","1","2788504e-7763-4199-b1d2-d9bbc55867d3","",""
"I14B","sin cambios","1","1","9fd658b7-b382-4b3f-bf94-cc4b43efc0d4","",""
"I15A","sin cambios","1","1","da2f88d7-b991-409e-a20e-3346075c09ce","",""
"I16A","sin cambios","1","1","6a9cd2e2-3a4c-4ef3-9646-8b3b9d1cff13","",""
"I17A","sin cambios","1","1","5df9f6ea-41a5-41b7-99a6-b8097c64f179","",""
"I18A","sin cambios","1","1","a1b6c27f-5fe9-4643-ae73-fb4b64cad1f9","",""
"I21C","revisión","1","2","debbbe26-6525-4153-a7f2-3cffc617e338","","inactiva: activar en el editor"
"I26B","sin cambios","1","1","e145fa04-97b9-49ae-9c64-462cf1c7df0c","",""
"I27B","revisión","1","2","2993693e-5eb7-44d6-829a-3c859295db30","","inactiva: activar en el editor"
"I28C","revisión","1","2","19e11df1-4258-4790-bae8-538db7b6c894","","inactiva: activar en el editor"
"I29C","revisión","1","2","d1fa2641-c17c-4573-9613-b4d8604c9c91","","inactiva: activar en el editor"
"I30C","revisión","1","2","cb0e922e-6982-42fd-91e3-06bf5fb747a5","","inactiva: activar en el editor"
"I31C","sin cambios","1","1","5b05c0d4-278e-413c-b9c4-7a7d2a9c5e12","",""
"I33C","revisión","1","2","46d3e68e-5d5a-43c7-844b-fbc9eb2e1c05","","inactiva: activar en el editor"
"I34B","revisión","1","2","65074c19-60d7-43a4-b505-c78c2070f074","","inactiva: activar en el editor"
"I42B","sin cambios","1","1","db5dbdee-cd2c-4a71-b46b-7ca78553522c","",""
"I43B","sin cambios","1","1","284717ac-c121-4e6a-8310-6c763cf5b91b","",""
"I45C","sin cambios","1","1","bf2084ab-4c23-4d0a-891b-7cc58bdded52","",""
"L01A","sin cambios","1","1","7969df2f-3228-4f27-a472-dc28927394eb","",""
"L02A","sin cambios","1","1","27cc5cc7-ece1-486d-8899-fe535086c478","",""
"L03A","sin cambios","1","1","525dbd6b-4d3a-4fd3-90a0-6e7a0fbc41b8","",""
"L04A","sin cambios","1","1","2fb30c80-b16b-4e17-8456-7ec0671f3d8a","",""
"L04B","sin cambios","1","1","3a656bcc-cba1-46b4-8f8d-5c544b0089c8","",""
"L05A","revisión","1","2","f7f853bd-e1ca-4f19-918e-0ee02b14e4d1","","inactiva: activar en el editor"
"L05C","revisión","1","2","6113754e-2689-475c-9513-c46bf41ee216","","inactiva: activar en el editor"
"L06A","sin cambios","1","1","47a93eca-7e03-4b7a-b6b3-b222a8fc1e05","",""
"L07A","sin cambios","1","1","e0f369b9-4321-4fb9-852b-1a7b13b58546","",""
"L08A","sin cambios","1","1","2533a159-35d4-41d4-8c11-7c3460dc6667","",""
"L08B","sin cambios","1","1","ab7bae9f-4e78-4cda-a13e-fb651ee12b4e","",""
"L08C","sin cambios","1","1","3096143a-d556-43a2-9251-71eeccf227e1","",""
"L10B","sin cambios","1","1","ebddb0be-e010-47f9-863e-89ad5b1affc6","",""
"LCT-FT","nueva","1","1","06f267f1-3610-4c49-b27f-af1bf0a21a03","",""
"M01A","sin cambios","1","1","84fd9601-a481-4ea3-bd21-bb0cca6ba49d","",""
"M01C","sin cambios","1","1","64958012-8b23-4601-9abe-70df60916097","",""
"M02A","revisión","1","2","765b203e-6c21-4d5e-9d40-67152cbe082f","","inactiva: activar en el editor"
"M03A","sin cambios","1","1","53fa7ce6-55d1-4109-95a8-46ac70c2c563","",""
"M03B","sin cambios","1","1","a36259e0-3412-4413-b4b1-667b50e6346c","",""
"M04A","sin cambios","1","1","e6bdafa5-a5b1-40ee-b95f-c1e7193b560c","",""
"M05A","sin cambios","1","1","1d1cba6e-a121-4a2d-87ac-af3b68637955","",""
"M06A","sin cambios","1","1","1cd4836b-5b78-4c21-b32e-e5f6d29d5973","",""
"M06B","sin cambios","1","1","05840d4c-a00f-49f8-b3ae-2e7663b378c1","",""
"M07A","sin cambios","1","1","aa3dfb9f-9afd-400e-afc1-e3dbfa50aa51","",""
"M07B","sin cambios","1","1","e0864f00-1cfb-42d7-9011-26414202386b","",""
"M08A","sin cambios","1","1","63a2bd4e-2abf-463c-b05b-ead8e4cf2a88","",""
"M09A","sin cambios","1","1","fe9de6bf-eebc-4cfc-9641-88d599ab91cb","",""
"M09B","sin cambios","1","1","9c0e036b-3dce-4bd5-baec-19829d43c1a9","",""
"M09B-1","sin cambios","1","1","83cba8f7-5112-498d-9080-830f88daa515","",""
"M09B-2","sin cambios","1","1","c8ea5962-c63f-4848-8b4a-4c4a2bb0e01f","",""
"M09C","revisión","1","2","4e2873ca-3496-4bd6-98da-30f766b683af","","inactiva: activar en el editor"
"M10A","sin cambios","1","1","8927eccb-b7fe-4c79-8f07-1cf790d13d77","",""
"M10B","sin cambios","1","1","7ac53dc1-0649-462a-9d6d-2fd81533a84f","",""
"M10C","revisión","1","2","4c8b9c93-7c39-431a-ae1b-b5542b80bf15","","inactiva: activar en el editor"
"M11A","sin cambios","1","1","2fc8fcf6-333b-48b6-9214-47d5b7475d60","",""
"M11B","sin cambios","1","1","dec47b03-311f-49ef-b2b0-18a1b098e78a","",""
"M11C","revisión","1","2","a63dafe3-4ed4-4c42-b28a-f2843231529d","","inactiva: activar en el editor"
"M12A","revisión","1","2","5c6bd846-20e3-4c84-8a6b-67041e22e620","","inactiva: activar en el editor"
"M12B","sin cambios","1","1","ed5f2a63-2841-4ca8-aabb-6de4d23140bd","",""
"M12C","revisión","1","2","0fb6b701-9742-4502-9808-d2d6b0035aa2","","inactiva: activar en el editor"
"M13A","sin cambios","1","1","aebcdfcd-42b1-4069-93da-12b3404edbd4","",""
"M13C","revisión","1","2","f4ef5680-7593-44e6-9a78-d2e48408281d","","inactiva: activar en el editor"
"M14A","sin cambios","1","1","1da78bcc-27eb-4f4a-8bd7-54b511e78984","",""
"M14B","sin cambios","1","1","1eac52a5-4720-4925-94cf-129019bdb1a2","",""
"M15A","sin cambios","1","1","14eeb22d-f886-4b75-8555-860ad1054d8b","",""
"M16A","sin cambios","1","1","73660278-836d-47a4-9d14-f6747aa7837e","",""
"M17A","sin cambios","1","1","d37e6ab0-6dd4-4a7a-bb05-092ee9714078","",""
"M17C","revisión","1","2","63b8f216-c07e-4c2d-83f6-b41551c0e223","","inactiva: activar en el editor"
"M18A","sin cambios","1","1","7e9415d3-2055-4fdc-961d-4e72a3140c94","",""
"M18C","revisión","1","2","8fee540f-e6b5-4663-a385-d9339008b707","","inactiva: activar en el editor"
"M19A","sin cambios","1","1","36b8495b-7587-4570-8df9-96436b0239e3","",""
"M20A","sin cambios","1","1","b9c8e9ee-63e3-4778-a22b-570638eb7018","",""
"M21A","sin cambios","1","1","c46db0ad-3ad0-4287-9297-d3f791084fb3","",""
"M21B","sin cambios","1","1","e480c552-a162-457a-b903-19258f18f60b","",""
"M22A","sin cambios","1","1","75ac0a57-626c-4139-a365-6025d0c982f5","",""
"M22B","sin cambios","1","1","37e4969c-1ea9-43f3-ae0e-0f41ea672ac3","",""
"M22C","revisión","1","2","e2fdaacc-3ce1-41a1-b51e-c8766547b21e","","inactiva: activar en el editor"
"M23A","sin cambios","1","1","58a1398d-028f-4488-8519-bd46fcaba12e","",""
"M23B","sin cambios","1","1","5b2865d6-73af-4ec2-8101-5638e33eb81c","",""
"M23C","revisión","1","2","42d9e2c1-d562-4a29-9e28-c480d59c5383","","inactiva: activar en el editor"
"M24A","sin cambios","1","1","0a8d13d4-a64a-4ee4-8870-10eee781e77a","",""
"M25A","sin cambios","1","1","b3305bd3-81d3-4f9f-a37b-e96800d25119","",""
"M26A","sin cambios","1","1","32dc8923-1df0-4ad4-945f-a4cd700ea12b","",""
"M26C","sin cambios","1","1","1dd6eecb-7fd3-415b-9d8a-fd98454cceaf","",""
"M27A","sin cambios","1","1","b70717a2-2a24-4038-8963-9453022f7498","",""
"M27C","revisión","1","2","1032260f-2654-4ad3-8934-b855c346382d","","inactiva: activar en el editor"
"M28A","sin cambios","1","1","2cc3f4f9-ef31-4fb1-9684-f0d5a982dc9a","",""
"M29A","sin cambios","1","1","321d211c-5bb5-476e-8a7a-86a1a0e57271","",""
"M30A","sin cambios","1","1","33f85aec-765e-4eb8-85a9-9d5b2d64c045","",""
"M31A","sin cambios","1","1","b457523e-e77b-4f6d-a59d-1c84e4397cc6","",""
"M32A","sin cambios","1","1","88b348df-13f7-4ca6-a7d3-59a9095b836b","",""
"M33A","sin cambios","1","1","16938117-9593-4de0-8795-87c22f911f34","",""
"M34A","sin cambios","1","1","a7663d22-3164-481c-834a-ef6a7789ae51","",""
"M35A","sin cambios","1","1","9432181f-42ff-4394-9470-4371eb3d361d","",""
"M36A","sin cambios","1","1","01e90c8f-6f44-4580-bb98-4ec055962969","",""
"M36C","revisión","1","2","3c12087a-2512-40fb-8c4b-801a4e41f578","","inactiva: activar en el editor"
"M37A","sin cambios","1","1","f329aec8-fd3b-4036-8c5b-864e4e811ef1","",""
"M38A","sin cambios","1","1","b96a4240-2487-49dd-98f9-6e3892f6d4f1","",""
"M39A","sin cambios","1","1","f1dd3bf8-1caa-4f2a-9fb2-187ff9c3e1d9","",""
"M40A","sin cambios","1","1","a3ac9dd3-5b59-41b4-a97a-d8e272936b0b","",""
"M41A","sin cambios","1","1","9f350dc1-de64-4765-b59a-2b8dbb06ab5c","",""
"M41B","sin cambios","1","1","881b3b6b-7a5c-4e53-87b3-6f88a2d51525","",""
"M42A","revisión","1","2","3c90f1f8-bc75-4bf2-9b5c-58f8bf626336","","inactiva: activar en el editor"
"M42B","sin cambios","1","1","645d0f65-bd5e-48ec-a00a-a013645115fd","",""
"M43A","sin cambios","1","1","5f37baee-02d9-4649-9ff2-950aaf3b94b5","",""
"M43C","sin cambios","1","1","ea32d28b-c574-47e9-afb5-f5cbf6326120","",""
"M44A","sin cambios","1","1","f68955fa-2418-4c6a-81ff-2990ece7c26c","",""
"M44B","sin cambios","1","1","bb58d598-169c-4e23-9e38-2a1c0861e32d","",""
"M49B","sin cambios","1","1","4a0230b8-b122-4b29-bc7f-7fcddc57745c","",""
"M50B","sin cambios","1","1","4564cdd0-8e1c-46ff-8de3-6c3a031ec791","",""
"M50C","sin cambios","1","1","d4ff802f-03b6-4ae3-a73e-e7bb31d3038c","",""
"M51B","sin cambios","1","1","928117c8-103f-460b-86ac-2dc48ce80de7","",""
"M51C","sin cambios","1","1","d7de73ac-441c-4fba-8821-c503d66b607c","",""
"M52B","sin cambios","1","1","07b63853-2395-4d42-b885-e68881b81a96","",""
"M52C","revisión","1","2","fe024a2a-96fc-4607-a2a4-77ea9f00fcf6","","inactiva: activar en el editor"
"M53B","sin cambios","1","1","5bf921cf-90fe-4952-89f6-893576b29aea","",""
"M53C","sin cambios","1","1","43892514-7623-4d2a-bfda-ab890f5ebf82","",""
"M54B","sin cambios","1","1","cac5ef06-e635-403a-9769-5ad8e3d9b8d8","",""
"M54C","sin cambios","1","1","1d7bca36-cb3f-488a-a514-080a50c67f55","",""
"M55B","sin cambios","1","1","889a2f6b-7f9d-4f52-9855-6923cf1ce6e4","",""
"M55C","sin cambios","1","1","5c0eef86-53cb-4b21-8b6a-095f0cafdde4","",""
"M56B","sin cambios","1","1","74268f19-e368-4578-920f-ae71cd257966","",""
"M57B","sin cambios","1","1","3f2c002f-2f82-42a8-82c6-2805df4ebfd8","",""
"M58B","sin cambios","1","1","47d2dfe0-ac4e-4d54-8615-adbbea72aaa9","",""
"M59B","sin cambios","1","1","5e4677d5-64ca-48e1-9566-57387b8287e4","",""
"M59C","revisión","1","2","a13056a2-a196-4596-ac18-928add48ebb7","","inactiva: activar en el editor"
"M60B","sin cambios","1","1","bc6db831-ba6e-4601-ad9e-5dcf7646f3ba","",""
"M61B","sin cambios","1","1","52beea74-4516-4555-82e5-8438ea09318d","",""
"M62B","sin cambios","1","1","13c310d2-1b6d-4f77-92a1-7fccf97c4950","",""
"M64B","sin cambios","1","1","d813ebb9-1bd3-418b-8532-6fa7d3a4d123","",""
"M65B","sin cambios","1","1","03e264c8-bfb5-4d62-9886-6def1674fe0a","",""
"M65C","sin cambios","1","1","1431dfd1-8fed-435e-95fa-01b2b5d8bc01","",""
"P01A","revisión","1","2","ae4d66fd-6194-4b31-9882-dc41352648f2","","inactiva: activar en el editor"
"P02A","sin cambios","1","1","62275fe9-b927-4ff5-bcbe-af18fa4d2912","",""
"P03A","revisión","1","2","cff3870a-a57c-4a46-b77a-3b677ef55790","","inactiva: activar en el editor"
"P04A","revisión","1","2","1c95a622-1d25-4035-9bc7-cd41dbbc8be3","","inactiva: activar en el editor"
"P05A","sin cambios","1","1","4e2adeda-ebeb-4be5-88d3-5b26386fe489","",""
"P06A","sin cambios","1","1","a9201f0b-9f75-43c8-8636-536a489eaeea","",""
"P06A(1)","sin cambios","1","1","d1576bf6-13ab-45a2-ac1b-17152b15db22","",""
"P07A","sin cambios","1","1","f2c4f299-b31c-4447-8e25-7ec440c8b5db","",""
"P08A","revisión","1","2","ab37c0e9-5336-471e-b6ad-62953c028f18","","inactiva: activar en el editor"
"P10A","sin cambios","1","1","8c893872-67d8-4ecc-a99f-1e31ef553ddd","",""
"P11A","sin cambios","1","1","a3e5587e-6acd-4581-a3f8-703efe06eaa0","",""
"P11B","sin cambios","1","1","5f760ac4-731e-4d41-93e6-8d2b1ce5640b","",""
"P13B","sin cambios","1","1","5432d5f5-22d7-4d4c-bdc0-78b0d8f5f009","",""
"P14B","sin cambios","1","1","ab2274eb-157c-4b9b-97fc-66d404cb805a","",""
"P15B","sin cambios","1","1","cc48e9d3-aae0-4d75-8e9f-a645af42bee2","",""
"P15C","revisión","1","2","d7fa3286-c120-4fb3-ac81-65cd08f4f27d","","inactiva: activar en el editor"
"P16B","revisión","1","2","9335e675-f4fe-4372-b422-706943b427fc","","inactiva: activar en el editor"
"P17B","sin cambios","1","1","2320c7f9-54c8-41e2-8393-11a15d9892b8","",""
"P18B","sin cambios","1","1","cbc925a2-db01-4658-9a9b-9cd698b8e7cd","",""
"P19B","sin cambios","1","1","6903b053-cb76-45e5-843a-7d04a20f80db","",""
"P21C","revisión","1","2","8486a2ab-d589-4b38-b7fa-76472f54dd7b","","inactiva: activar en el editor"
"Q01A","sin cambios","1","1","27f6b899-18e3-4054-80bf-ae60f4c5257b","",""
"Q02A","sin cambios","1","1","fa68d295-a6ba-4836-87b0-91cdd7872b7a","",""
"Q03A","sin cambios","1","1","d0f63f03-6218-4dfd-836b-9ba50e9c577c","",""
"Q04A","sin cambios","1","1","62e13ebd-f4c6-4147-b5d6-847c4a2110f1","",""
"Q05A","sin cambios","1","1","8eb3959a-203b-4d68-aa80-6dbdb90ddc75","",""
"Q06A","sin cambios","1","1","e13bb3b7-4d45-4cdb-88c1-19a2aa657406","",""
"Q07A","revisión","1","2","e6a7715a-209b-4e45-a791-277139f8ae17","","inactiva: activar en el editor"
"T01A","sin cambios","1","1","d601d64e-e78f-4101-9743-1ca981beebf2","",""
"T01C","revisión","1","2","d9fa6457-3050-42cd-82b5-99a994250a73","","inactiva: activar en el editor"
"T02A","revisión","1","2","b5057607-cadc-4251-8cc7-70b34c93edd3","","inactiva: activar en el editor"
"T03A","revisión","1","2","2960dc59-d6d9-4efe-a9b3-574b2c215a91","","inactiva: activar en el editor"
"T04A","sin cambios","1","1","0f083c1d-db82-4de8-abbc-0c74b9512799","",""
"T04B","sin cambios","1","1","ab3c0517-8cd6-4878-8172-866ffdda4e4b","",""
"T04C","revisión","1","2","0b862ecc-2519-441e-b120-702843268374","","inactiva: activar en el editor"
"T05A","sin cambios","1","1","653a0bad-9078-4cd0-a910-c861b54f1a9b","",""
"T05C","revisión","1","2","86401dcb-4689-4e77-b789-347a200ae374","","inactiva: activar en el editor"
"T06A","sin cambios","1","1","2064cdf2-d5e5-4793-928c-13916331c635","",""
"T06B","sin cambios","1","1","dd22df46-0465-4795-b394-39f32ea4442e","",""
"T06C","revisión","1","2","8c178a24-e758-47ca-9e88-e4813a9f416b","","inactiva: activar en el editor"
"T07A","revisión","1","2","c3b0ca68-7b3c-4357-8f80-72862c329a45","","inactiva: activar en el editor"
